node,node,weight
思群堂,研究生公寓3号楼,9
桃李园广场,学术交流中心,4
综合体育馆,实验B楼,9
行政楼,法商楼,5
百花园餐厅,本科生公寓3号楼,4
学校办公室,河口海岸大楼,10
西操场,闵行图书馆,2
档案馆,实验A楼,5
思群堂,本科生公寓3号楼,9
地理馆,校医院,9
丽娃湖,实验A楼,2
体育健康楼,SPF实验动物中心,9
学校办公室,资产管理处,2
华闵餐厅,教育学部楼,1
丽娃浴室,河西浴室,9
本科生公寓2号楼,中北校区大门,8
第四教学楼,第一教学楼,2
校园警卫室,第二教学楼,4
丽娃河,体育健康楼,3
学生资助管理中心,第一教学楼,2
心理健康教育与咨询中心,数统楼,8
本科生公寓5号楼,学生活动中心,8
梅陇井,田径场,10
档案馆,河西浴室,2
档案馆,心中书社,7
学生活动中心,丽娃浴室,1
研究生公寓4号楼,东操场,9
篮球场,梅陇井,8
信息楼,百花园餐厅,3
学生资助管理中心,法学院楼,8
心中书社,团委,9
梅陇井,体育健康楼,9
校医院,银之春西餐厅,10
国际教育中心,计算机中心,6
丽娃湖,法商楼,6
人事处,虹梅路警卫室,3
教育学部楼,西操场,8
河口海岸大楼,丽虹桥,4
审计处,篮球场,10
河东浴室,梅陇井,1
第一教学楼,数统楼,10
学术交流中心,学生资助管理中心,3
第四教学楼,统计学院楼,2
资产管理处,科技处,10
生命科学学院楼,心理健康教育与咨询中心,3
信息楼,闵行校区大门,1
青年教师公寓,校史馆,2
河西食堂,研究生公寓2号楼,10
第三教学楼,实验教学中心,10
基建处,丽娃浴室,4
闵行图书馆,华闵餐厅,8
综合体育馆,马克思主义学院楼,6
青年教师公寓,SPF实验动物中心,5
国际教育中心,闵行校区大门,1
第一教学楼,崇真书院,4
河口海岸大楼,闵行图书馆,10
百花园餐厅,排球场,3
西操场,人文学院楼,6
物理楼,共青场,7
计算机中心,综合体育馆,1
SPF实验动物中心,学校办公室,1
游泳馆,实验B楼,3
综合体育馆,河口海岸大楼,5
外语学院楼,翔华书店,9
马克思主义学院楼,研究生公寓1号楼,9
学术交流中心,研究生公寓1号楼,2
本科生公寓4号楼,银之春西餐厅,6
法商楼,河东浴室,6
校园警卫室,田径场,3
群贤堂,本科生公寓5号楼,8
本科生公寓1号楼,行政楼,9
音乐学院楼,团委,3
游泳馆,研究生公寓3号楼,1
研究生公寓3号楼,本科生公寓4号楼,5
梅陇井,行政楼,9
秋林阁,研究生公寓2号楼,8
河东食堂,人文学院楼,6
体育健康楼,物理信息楼,7
第二教学楼,美术学院楼,10
丽娃湖,生命科学学院楼,1
物理楼,生命科学学院楼,10
丽虹桥,闵行图书馆,1
体育健康楼,莲花路警卫室,6
足球场,百花园餐厅,10
青年教师公寓,人文学院楼,2
本科生公寓1号楼,人事处,1
柳长桥,实验教学中心,5
图书馆逸夫楼,紫竹广场,8
计算机中心,统计学院楼,5
崇真书院,研究生公寓4号楼,6
研究生公寓2号楼,SPF实验动物中心,1
游泳馆,中北校区大门,2
翔华书店,本科生公寓1号楼,7
实验教学中心,秋林阁,7
河西浴室,后勤保障部,5
河东食堂,柳长桥,2
音乐学院楼,中北校区大门,2
心理健康教育与咨询中心,研究生公寓4号楼,7
梅陇井,档案馆,10
丽娃浴室,校医院,7
本科生公寓4号楼,青年教师公寓,9
游泳馆,田径场,9
丽娃湖,立体停车库,1
秋林阁,排球场,9
生命科学学院楼,共青场,2
心理与认知科学学院楼,研究生公寓1号楼,4
申云轩餐厅,河口海岸大楼,5
实验B楼,教育学部楼,7
闵行校区大门,法学院楼,3
团委,足球场,1
资产管理处,秋林阁,7
游泳馆,紫竹广场,8
美术学院楼,翔华书店,9
商学院楼,人事处,1
河西食堂,外语学院楼,5
篮球场,华闵餐厅,7
游泳馆,教育学部楼,8
心中书社,基建处,1
研究生公寓2号楼,第四教学楼,1
体育健康楼,河东食堂,9
申云轩餐厅,立体停车库,6
实验教学中心,本科生公寓1号楼,10
立体停车库,本科生公寓2号楼,7
桃李园广场,行政楼,5
资产管理处,团委,6
物理信息楼,计算机中心,5
信息楼,紫竹广场,2
翔华书店,虹梅路警卫室,2
校园警卫室,图书馆逸夫楼,7
第三教学楼,申云轩餐厅,7
丽娃河,数统楼,8
丽娃湖,共青场,7
实验B楼,本科生公寓6号楼,10
国际教育中心,化学实验楼,9
篮球场,信息楼,10
心中书社,丽娃湖,7
计算机中心,百花园餐厅,4
学校办公室,闵行校区大门,5
外语学院楼,第四教学楼,9
百花园餐厅,本科生公寓5号楼,2
华闵餐厅,第四教学楼,4
法商楼,体育健康楼,1
河东食堂,丽虹桥,9
河东浴室,群贤堂,8
河西食堂,科技处,6
校园警卫室,篮球场,10
丽虹桥,实验教学中心,2
闵行校区大门,秋林阁,2
中北校区大门,计算机中心,5
法商楼,本科生公寓3号楼,10
思群堂,研究生公寓4号楼,1
立体停车库,河西浴室,8
人事处,第四教学楼,3
物理信息楼,河东浴室,9
丽娃河,学生资助管理中心,4
丽娃河,档案馆,9
河口海岸大楼,研究生公寓4号楼,1
学生活动中心,足球场,10
群贤堂,本科生公寓1号楼,1
学术交流中心,群贤堂,3
校园警卫室,物理信息楼,5
马克思主义学院楼,学术交流中心,3
排球场,人文学院楼,1
SPF实验动物中心,美术学院楼,6
基建处,后勤保障部,3
物理楼,信息化办公室,4
实验B楼,第四教学楼,2
本科生公寓3号楼,心中书社,8
莲花路警卫室,第四教学楼,2
法学院楼,秋实阁,2
商学院楼,丽娃河,7
学术交流中心,游泳馆,7
人文学院楼,体育健康楼,1
闵行校区大门,实验A楼,4
实验B楼,紫竹广场,6
学生资助管理中心,学校办公室,9
丽娃食堂,人事处,10
行政楼,研究生公寓2号楼,6
心理与认知科学学院楼,实验教学中心,9
心中书社,闵行校区大门,5
第三教学楼,西操场,10
研究生公寓1号楼,研究生公寓4号楼,1
丽娃河,心理健康教育与咨询中心,8
学术交流中心,闵行校区大门,1
足球场,综合体育馆,3
本科生公寓4号楼,秋林阁,5
档案馆,百花园餐厅,4
第三教学楼,第四教学楼,10
青年教师公寓,研究生公寓3号楼,4
商学院楼,本科生公寓6号楼,5
丽娃浴室,青年教师公寓,7
人事处,团委,1
地理馆,秋实阁,4
研究生公寓2号楼,闵行图书馆,3
梅陇井,河西食堂,10
学校办公室,科技处,2
丽娃河,图书馆逸夫楼,1
研究生公寓1号楼,物理楼,10
图书馆逸夫楼,人事处,7
法商楼,基建处,8
秋实阁,秋林阁,4
第二教学楼,基建处,6
学术交流中心,华闵餐厅,1
国际教育中心,商学院楼,6
本科生公寓6号楼,生命科学学院楼,1
申云轩餐厅,闵行图书馆,8
SPF实验动物中心,研究生公寓1号楼,8
信息化办公室,本科生公寓1号楼,9
西操场,崇真书院,6
河东食堂,河西食堂,4
第二教学楼,丽娃浴室,3
信息楼,河东浴室,3
生物实验楼,科技处,3
外语学院楼,河东食堂,2
计算机中心,团委,8
共青场,综合体育馆,3
档案馆,行政楼,5
基建处,河西食堂,3
校园警卫室,团委,6
SPF实验动物中心,河东食堂,4
西操场,学生活动中心,4
丽娃湖,河口海岸大楼,6
河西食堂,第三教学楼,10
科技处,档案馆,7
SPF实验动物中心,排球场,8
丽娃河,中北校区大门,6
心中书社,实验B楼,9
心理健康教育与咨询中心,银之春西餐厅,2
申云轩餐厅,闵行校区大门,2
银之春西餐厅,崇真书院,2
第二教学楼,科技处,7
资产管理处,心理健康教育与咨询中心,8
丽娃浴室,后勤保障部,6
梅陇井,本科生公寓1号楼,3
行政楼,第一教学楼,9
校园警卫室,本科生公寓5号楼,2
河西食堂,实验教学中心,3
田径场,SPF实验动物中心,1
音乐学院楼,体育健康楼,5
实验B楼,地理馆,9
游泳馆,国际教育中心,8
资产管理处,审计处,6
法学院楼,教育学部楼,10
思群堂,学校办公室,9
闵行校区大门,后勤保障部,1
团委,田径场,10
后勤保障部,河西食堂,9
第三教学楼,档案馆,7
体育健康楼,化学实验楼,8
青年教师公寓,计算机中心,9
丽娃河,崇真书院,1
档案馆,资产管理处,10
河东食堂,物理信息楼,6
美术学院楼,丽娃食堂,7
图书馆逸夫楼,银之春西餐厅,7
学术交流中心,青年教师公寓,10
化学实验楼,商学院楼,6
青年教师公寓,丽娃食堂,7
研究生公寓3号楼,丽虹桥,5
数统楼,申云轩餐厅,1
河西食堂,申云轩餐厅,5
银之春西餐厅,丽娃食堂,5
本科生公寓2号楼,物理楼,7
实验B楼,科技处,8
立体停车库,图书馆逸夫楼,9
第四教学楼,实验教学中心,10
基建处,立体停车库,5
柳长桥,商学院楼,6
教育学部楼,SPF实验动物中心,2
丽娃浴室,人事处,2
华闵餐厅,中北校区大门,2
音乐学院楼,西操场,7
数统楼,秋实阁,5
银之春西餐厅,足球场,6
研究生公寓4号楼,人文学院楼,1
化学实验楼,田径场,1
丽娃浴室,申云轩餐厅,1
紫竹广场,团委,9
化学实验楼,第一教学楼,4
行政楼,丽娃湖,7
心中书社,丽虹桥,7
物理楼,法商楼,9
统计学院楼,科技处,1
实验B楼,篮球场,3
行政楼,共青场,8
教育学部楼,丽娃食堂,8
人文学院楼,马克思主义学院楼,6
西操场,莲花路警卫室,1
马克思主义学院楼,闵行校区大门,9
西操场,生命科学学院楼,10
研究生公寓2号楼,丽娃河,2
实验教学中心,莲花路警卫室,2
闵行校区大门,第二教学楼,3
河西食堂,行政楼,5
丽虹桥,资产管理处,7
中北校区大门,青年教师公寓,1
崇真书院,学校办公室,1
法商楼,团委,5
商学院楼,第二教学楼,2
秋林阁,校医院,4
音乐学院楼,外语学院楼,1
田径场,足球场,9
心理与认知科学学院楼,学生资助管理中心,5
翔华书店,第一教学楼,9
研究生公寓3号楼,丽娃浴室,10
学生活动中心,本科生公寓4号楼,6
梅陇井,紫竹广场,3
地理馆,河西浴室,4
申云轩餐厅,物理信息楼,10
本科生公寓1号楼,综合体育馆,8
第一教学楼,第二教学楼,5
篮球场,丽虹桥,9
物理信息楼,河口海岸大楼,4
计算机中心,丽娃湖,9
马克思主义学院楼,行政楼,3
化学实验楼,学生资助管理中心,1
闵行校区大门,SPF实验动物中心,1
篮球场,体育健康楼,5
科技处,图书馆逸夫楼,7
河西食堂,实验A楼,2
河西食堂,东操场,5
学术交流中心,立体停车库,4
实验B楼,校史馆,1
申云轩餐厅,紫竹广场,1
外语学院楼,校医院,3
游泳馆,百花园餐厅,7
紫竹广场,第一教学楼,3
研究生公寓1号楼,生命科学学院楼,3
法学院楼,商学院楼,3
马克思主义学院楼,本科生公寓1号楼,3
学生资助管理中心,校医院,6
信息楼,丽娃湖,9
研究生公寓4号楼,信息化办公室,6
银之春西餐厅,本科生公寓5号楼,1
本科生公寓4号楼,商学院楼,2
法学院楼,游泳馆,8
基建处,综合体育馆,6
地理馆,中北校区大门,8
百花园餐厅,人事处,5
校园警卫室,河西浴室,9
本科生公寓3号楼,数统楼,5
心理健康教育与咨询中心,行政楼,7
图书馆逸夫楼,行政楼,4
生物实验楼,第一教学楼,9
足球场,本科生公寓5号楼,6
实验教学中心,学生资助管理中心,2
综合体育馆,商学院楼,8
共青场,心理与认知科学学院楼,10
外语学院楼,实验B楼,8
生物实验楼,西操场,1
本科生公寓4号楼,田径场,7
美术学院楼,研究生公寓2号楼,1
校史馆,闵行图书馆,3
群贤堂,档案馆,10
河西浴室,物理信息楼,9
物理信息楼,校医院,7
梅陇井,学生资助管理中心,7
地理馆,本科生公寓6号楼,10
中北校区大门,本科生公寓5号楼,4
东操场,行政楼,2
河西食堂,莲花路警卫室,7
科技处,紫竹广场,10
闵行图书馆,信息楼,9
本科生公寓2号楼,梅陇井,10
第三教学楼,法商楼,5
地理馆,音乐学院楼,6
计算机中心,校史馆,5
行政楼,校史馆,9
研究生公寓4号楼,生物实验楼,3
校医院,河西食堂,9
校史馆,第三教学楼,4
实验B楼,体育健康楼,2
河西浴室,图书馆逸夫楼,8
思群堂,校医院,10
综合体育馆,银之春西餐厅,9
教育学部楼,人文学院楼,10
档案馆,研究生公寓3号楼,3
化学实验楼,闵行校区大门,1
河东食堂,第三教学楼,7
商学院楼,游泳馆,2
信息化办公室,统计学院楼,2
闵行校区大门,第三教学楼,6
河西浴室,本科生公寓3号楼,2
心中书社,学生活动中心,3
莲花路警卫室,桃李园广场,1
心理与认知科学学院楼,研究生公寓3号楼,6
体育健康楼,翔华书店,1
青年教师公寓,本科生公寓5号楼,8
中北校区大门,河西浴室,1
研究生公寓1号楼,资产管理处,7
足球场,数统楼,1
科技处,审计处,9
秋林阁,统计学院楼,7
莲花路警卫室,统计学院楼,2
实验B楼,莲花路警卫室,6
研究生公寓4号楼,秋实阁,6
丽娃食堂,心理与认知科学学院楼,9
翔华书店,本科生公寓5号楼,3
篮球场,研究生公寓4号楼,8
思群堂,秋林阁,7
生物实验楼,法商楼,2
学生资助管理中心,外语学院楼,4
美术学院楼,河西食堂,6
图书馆逸夫楼,第四教学楼,3
校医院,河东浴室,2
校园警卫室,丽虹桥,9
银之春西餐厅,国际教育中心,2
河西食堂,综合体育馆,10
实验A楼,化学实验楼,3
学术交流中心,第一教学楼,6
本科生公寓6号楼,紫竹广场,2
虹梅路警卫室,丽娃食堂,2
青年教师公寓,河东食堂,9
本科生公寓2号楼,本科生公寓1号楼,6
游泳馆,丽娃浴室,2
田径场,第三教学楼,4
音乐学院楼,秋林阁,10
信息化办公室,青年教师公寓,4
丽虹桥,科技处,2
丽娃河,共青场,2
法商楼,排球场,6
后勤保障部,立体停车库,9
第二教学楼,第三教学楼,8
河东浴室,西操场,1
研究生公寓3号楼,群贤堂,5
学生活动中心,资产管理处,2
法商楼,共青场,1
审计处,秋实阁,2
图书馆逸夫楼,校医院,1
心理健康教育与咨询中心,SPF实验动物中心,8
科技处,崇真书院,5
国际教育中心,法学院楼,3
校史馆,翔华书店,4
心理健康教育与咨询中心,学术交流中心,3
科技处,人文学院楼,6
体育健康楼,东操场,3
商学院楼,丽娃湖,10
审计处,化学实验楼,8
人事处,闵行图书馆,9
学生活动中心,本科生公寓6号楼,4
人文学院楼,后勤保障部,5
实验教学中心,档案馆,8
河东食堂,闵行校区大门,7
虹梅路警卫室,本科生公寓4号楼,2
西操场,实验教学中心,3
银之春西餐厅,闵行图书馆,5
外语学院楼,立体停车库,7
河西浴室,学术交流中心,8
柳长桥,思群堂,7
第一教学楼,本科生公寓4号楼,10
资产管理处,思群堂,3
物理楼,紫竹广场,6
资产管理处,人事处,7
本科生公寓4号楼,学生资助管理中心,4
本科生公寓3号楼,资产管理处,3
生物实验楼,本科生公寓3号楼,2
信息楼,东操场,2
审计处,信息化办公室,2
教育学部楼,本科生公寓5号楼,7
丽娃食堂,综合体育馆,8
团委,后勤保障部,4
审计处,河东食堂,10
统计学院楼,研究生公寓4号楼,7
青年教师公寓,心中书社,1
虹梅路警卫室,法学院楼,3
秋实阁,后勤保障部,7
心理与认知科学学院楼,本科生公寓1号楼,5
研究生公寓4号楼,足球场,6
丽虹桥,商学院楼,2
科技处,河口海岸大楼,7
丽娃河,基建处,7
团委,青年教师公寓,9
信息楼,第三教学楼,4
梅陇井,信息楼,1
团委,立体停车库,2
化学实验楼,本科生公寓3号楼,7
河西浴室,数统楼,1
申云轩餐厅,虹梅路警卫室,1
立体停车库,音乐学院楼,4
图书馆逸夫楼,本科生公寓5号楼,10
丽娃湖,SPF实验动物中心,2
丽娃湖,河西食堂,6
申云轩餐厅,学生活动中心,5
河口海岸大楼,信息楼,2
数统楼,第四教学楼,8
本科生公寓5号楼,心理与认知科学学院楼,1
柳长桥,人事处,2
本科生公寓3号楼,东操场,8
行政楼,立体停车库,6
丽娃河,本科生公寓6号楼,6
群贤堂,篮球场,3
法学院楼,排球场,9
闵行图书馆,生命科学学院楼,8
人文学院楼,秋实阁,2
河东食堂,生命科学学院楼,6
东操场,学校办公室,10
团委,地理馆,7
人事处,丽娃湖,5
法学院楼,行政楼,9
实验A楼,思群堂,3
基建处,共青场,3
审计处,马克思主义学院楼,4
第二教学楼,后勤保障部,4
河口海岸大楼,本科生公寓3号楼,1
西操场,本科生公寓2号楼,2
第二教学楼,行政楼,7
物理信息楼,信息楼,6
河西食堂,校园警卫室,6
资产管理处,本科生公寓6号楼,10
化学实验楼,生物实验楼,1
第一教学楼,桃李园广场,9
教育学部楼,百花园餐厅,1
河东食堂,思群堂,9
信息化办公室,闵行校区大门,4
校史馆,第二教学楼,9
河东浴室,人事处,1
丽娃食堂,物理信息楼,9
银之春西餐厅,华闵餐厅,5
物理信息楼,人事处,2
心中书社,物理信息楼,5
本科生公寓1号楼,丽娃河,2
东操场,西操场,5
团委,虹梅路警卫室,5
虹梅路警卫室,闵行校区大门,2
篮球场,河西食堂,8
化学实验楼,虹梅路警卫室,6
本科生公寓3号楼,学生活动中心,5
后勤保障部,篮球场,1
河东浴室,第二教学楼,5
丽娃食堂,信息化办公室,3
秋实阁,紫竹广场,1
教育学部楼,群贤堂,4
秋实阁,体育健康楼,7
足球场,物理楼,4
马克思主义学院楼,河口海岸大楼,8
教育学部楼,河口海岸大楼,2
数统楼,排球场,5
河口海岸大楼,西操场,8
后勤保障部,资产管理处,9
信息化办公室,丽娃浴室,9
信息楼,河西浴室,9
河东食堂,科技处,1
柳长桥,第四教学楼,7
校医院,计算机中心,5
学生活动中心,闵行校区大门,5
统计学院楼,申云轩餐厅,3
实验B楼,闵行校区大门,4
生命科学学院楼,后勤保障部,7
丽虹桥,本科生公寓5号楼,8
实验A楼,银之春西餐厅,4
档案馆,本科生公寓2号楼,10
法学院楼,柳长桥,1
丽娃湖,生物实验楼,2
田径场,商学院楼,4
地理馆,本科生公寓4号楼,9
华闵餐厅,外语学院楼,4
研究生公寓3号楼,丽娃食堂,10
游泳馆,河西浴室,6
莲花路警卫室,青年教师公寓,6
团委,丽娃河,8
人事处,丽娃河,5
档案馆,法商楼,8
数统楼,田径场,1
校医院,西操场,4
河东食堂,心中书社,8
第四教学楼,心理与认知科学学院楼,5
翔华书店,东操场,5
河西浴室,西操场,7
第一教学楼,实验B楼,4
数统楼,校医院,6
综合体育馆,本科生公寓4号楼,8
立体停车库,闵行图书馆,4
丽娃河,生命科学学院楼,8
东操场,本科生公寓5号楼,8
基建处,田径场,8
第一教学楼,审计处,9
本科生公寓1号楼,法商楼,9
校史馆,丽虹桥,10
信息楼,学生活动中心,8
校园警卫室,人文学院楼,4
游泳馆,校医院,7
第四教学楼,立体停车库,8
崇真书院,法商楼,1
研究生公寓1号楼,外语学院楼,9
第二教学楼,西操场,4
闵行图书馆,地理馆,6
秋实阁,共青场,1
研究生公寓2号楼,篮球场,3
田径场,东操场,1
桃李园广场,图书馆逸夫楼,8
数统楼,音乐学院楼,7
后勤保障部,西操场,3
东操场,莲花路警卫室,2
河口海岸大楼,人事处,1
紫竹广场,河东食堂,1
青年教师公寓,虹梅路警卫室,9
法学院楼,银之春西餐厅,6
排球场,化学实验楼,4
本科生公寓5号楼,生命科学学院楼,7
游泳馆,体育健康楼,3
游泳馆,行政楼,7
丽虹桥,本科生公寓2号楼,1
秋林阁,心中书社,10
群贤堂,实验教学中心,10
校园警卫室,信息化办公室,3
闵行校区大门,游泳馆,8
本科生公寓4号楼,信息化办公室,7
思群堂,足球场,6
商学院楼,河西浴室,1
生命科学学院楼,本科生公寓1号楼,4
行政楼,本科生公寓6号楼,10
基建处,学校办公室,10
SPF实验动物中心,本科生公寓6号楼,10
本科生公寓3号楼,地理馆,5
SPF实验动物中心,崇真书院,8
实验B楼,崇真书院,6
中北校区大门,实验A楼,10
物理信息楼,紫竹广场,2
实验B楼,虹梅路警卫室,9
本科生公寓1号楼,物理楼,8
计算机中心,篮球场,5
共青场,心中书社,2
实验A楼,本科生公寓2号楼,6
计算机中心,法商楼,7
实验教学中心,河东浴室,5
排球场,紫竹广场,4
立体停车库,秋实阁,10
桃李园广场,丽娃浴室,10
秋林阁,马克思主义学院楼,3
心理与认知科学学院楼,莲花路警卫室,8
紫竹广场,学生活动中心,1
资产管理处,化学实验楼,7
丽娃河,SPF实验动物中心,8
田径场,桃李园广场,10
篮球场,教育学部楼,7
数统楼,美术学院楼,9
本科生公寓4号楼,莲花路警卫室,7
闵行图书馆,河西食堂,1
音乐学院楼,法学院楼,1
法学院楼,档案馆,7
物理楼,实验教学中心,8
丽娃河,秋林阁,6
闵行校区大门,本科生公寓1号楼,10
综合体育馆,人文学院楼,9
虹梅路警卫室,桃李园广场,4
本科生公寓6号楼,排球场,10
田径场,柳长桥,1
信息化办公室,思群堂,8
闵行图书馆,丽娃湖,3
审计处,本科生公寓3号楼,4
美术学院楼,资产管理处,6
桃李园广场,篮球场,3
信息楼,本科生公寓1号楼,3
体育健康楼,本科生公寓3号楼,8
音乐学院楼,基建处,7
学生资助管理中心,后勤保障部,3
桃李园广场,美术学院楼,10
立体停车库,数统楼,9
篮球场,申云轩餐厅,1
田径场,闵行图书馆,2
第三教学楼,莲花路警卫室,9
虹梅路警卫室,档案馆,5
申云轩餐厅,莲花路警卫室,3
河西食堂,教育学部楼,9
篮球场,紫竹广场,8
翔华书店,足球场,7
物理楼,研究生公寓2号楼,5
心理与认知科学学院楼,信息化办公室,9
计算机中心,学生资助管理中心,6
美术学院楼,体育健康楼,5
商学院楼,足球场,3
排球场,虹梅路警卫室,9
丽虹桥,行政楼,6
地理馆,物理楼,6
排球场,河东食堂,5
商学院楼,统计学院楼,3
篮球场,河西浴室,4
统计学院楼,青年教师公寓,1
柳长桥,团委,8
科技处,本科生公寓4号楼,3
校医院,校园警卫室,2
统计学院楼,实验B楼,10
东操场,人文学院楼,8
科技处,计算机中心,5
数统楼,第二教学楼,7
美术学院楼,第四教学楼,1
百花园餐厅,生物实验楼,2
档案馆,研究生公寓4号楼,3
法学院楼,丽娃河,7
学校办公室,国际教育中心,5
中北校区大门,丽虹桥,6
翔华书店,河西食堂,9
地理馆,科技处,7
丽娃河,足球场,9
教育学部楼,研究生公寓3号楼,10
河东浴室,学校办公室,2
人事处,河西食堂,10
梅陇井,河口海岸大楼,7
第二教学楼,群贤堂,9
心中书社,科技处,9
桃李园广场,申云轩餐厅,5
河口海岸大楼,河西浴室,3
丽虹桥,图书馆逸夫楼,2
校医院,物理楼,8
学生资助管理中心,河东浴室,3
研究生公寓2号楼,学校办公室,8
学生活动中心,马克思主义学院楼,7
行政楼,虹梅路警卫室,6
人事处,外语学院楼,9
研究生公寓4号楼,学生活动中心,9
物理信息楼,研究生公寓1号楼,1
丽娃湖,图书馆逸夫楼,4
第三教学楼,计算机中心,2
研究生公寓1号楼,团委,2
闵行校区大门,物理楼,1
基建处,游泳馆,2
莲花路警卫室,基建处,8
学术交流中心,教育学部楼,1
资产管理处,梅陇井,4
本科生公寓2号楼,排球场,3
第三教学楼,学生活动中心,4
本科生公寓3号楼,第四教学楼,1
翔华书店,学生活动中心,2
综合体育馆,百花园餐厅,5
丽娃湖,第四教学楼,6
丽娃河,化学实验楼,8
化学实验楼,地理馆,5
闵行图书馆,桃李园广场,3
信息楼,虹梅路警卫室,4
化学实验楼,计算机中心,2
商学院楼,图书馆逸夫楼,10
立体停车库,群贤堂,5
研究生公寓3号楼,本科生公寓1号楼,4
化学实验楼,基建处,8
第一教学楼,教育学部楼,2
研究生公寓3号楼,地理馆,6
青年教师公寓,足球场,5
商学院楼,申云轩餐厅,4
莲花路警卫室,群贤堂,5
秋实阁,行政楼,1
科技处,心理与认知科学学院楼,10
紫竹广场,群贤堂,6
科技处,物理楼,8
地理馆,商学院楼,4
行政楼,国际教育中心,8
闵行图书馆,信息化办公室,6
学校办公室,第二教学楼,2
本科生公寓5号楼,马克思主义学院楼,1
校园警卫室,本科生公寓2号楼,3
基建处,马克思主义学院楼,1
河西浴室,桃李园广场,3
闵行图书馆,研究生公寓3号楼,3
统计学院楼,河东浴室,7
研究生公寓3号楼,丽娃河,4
实验教学中心,秋实阁,1
数统楼,生命科学学院楼,9
梅陇井,中北校区大门,6
紫竹广场,桃李园广场,4
百花园餐厅,思群堂,1
实验A楼,丽虹桥,1
梅陇井,审计处,10
第四教学楼,校史馆,4
第四教学楼,生物实验楼,9
外语学院楼,虹梅路警卫室,10
研究生公寓1号楼,研究生公寓3号楼,7
团委,学术交流中心,1
商学院楼,秋林阁,9
篮球场,商学院楼,8
桃李园广场,第三教学楼,10
百花园餐厅,闵行校区大门,1
化学实验楼,学术交流中心,1
游泳馆,桃李园广场,4
丽娃浴室,校史馆,10
丽娃河,思群堂,7
秋林阁,校园警卫室,8
本科生公寓1号楼,研究生公寓2号楼,7
美术学院楼,实验A楼,7
河东食堂,物理楼,7
丽娃浴室,信息楼,8
本科生公寓4号楼,秋实阁,3
校园警卫室,档案馆,9
闵行校区大门,实验教学中心,7
信息楼,数统楼,5
生命科学学院楼,审计处,8
银之春西餐厅,生命科学学院楼,10
商学院楼,校园警卫室,10
田径场,中北校区大门,1
梅陇井,法商楼,1
法商楼,国际教育中心,5
本科生公寓6号楼,桃李园广场,6
体育健康楼,统计学院楼,6
本科生公寓5号楼,河口海岸大楼,8
丽娃河,行政楼,10
第二教学楼,马克思主义学院楼,1
信息化办公室,心理健康教育与咨询中心,6
河西食堂,生物实验楼,3
紫竹广场,青年教师公寓,9
秋实阁,学术交流中心,1
后勤保障部,人事处,4
篮球场,学生资助管理中心,6
化学实验楼,思群堂,10
崇真书院,国际教育中心,4
百花园餐厅,本科生公寓1号楼,1
心中书社,信息化办公室,9
本科生公寓4号楼,图书馆逸夫楼,10
崇真书院,外语学院楼,5
法学院楼,地理馆,9
实验A楼,人事处,8
思群堂,法学院楼,10
信息楼,图书馆逸夫楼,7
群贤堂,游泳馆,9
排球场,行政楼,1
本科生公寓6号楼,第二教学楼,2
本科生公寓2号楼,校史馆,8
田径场,河西浴室,9
校园警卫室,研究生公寓3号楼,1
SPF实验动物中心,第四教学楼,1
化学实验楼,闵行图书馆,9
丽娃河,资产管理处,10
信息楼,申云轩餐厅,10
本科生公寓3号楼,紫竹广场,5
研究生公寓2号楼,虹梅路警卫室,6
档案馆,审计处,4
研究生公寓1号楼,本科生公寓1号楼,5
排球场,马克思主义学院楼,4
实验B楼,立体停车库,10
篮球场,河东浴室,2
国际教育中心,华闵餐厅,8
生物实验楼,法学院楼,5
后勤保障部,本科生公寓6号楼,6
东操场,篮球场,10
心理与认知科学学院楼,研究生公寓4号楼,7
本科生公寓6号楼,第三教学楼,7
实验教学中心,国际教育中心,1
心中书社,外语学院楼,10
法商楼,教育学部楼,6
梅陇井,物理信息楼,6
足球场,华闵餐厅,6
青年教师公寓,第二教学楼,1
教育学部楼,商学院楼,7
第三教学楼,足球场,3
河西浴室,马克思主义学院楼,10
立体停车库,足球场,9
游泳馆,丽娃河,3
群贤堂,实验B楼,8
虹梅路警卫室,美术学院楼,5
本科生公寓3号楼,基建处,2
申云轩餐厅,基建处,2
法学院楼,西操场,1
研究生公寓2号楼,东操场,4
足球场,莲花路警卫室,8
统计学院楼,游泳馆,1
本科生公寓3号楼,虹梅路警卫室,4
闵行图书馆,美术学院楼,7
第四教学楼,地理馆,9
篮球场,人事处,2
物理楼,第一教学楼,4
河西食堂,人文学院楼,10
心理与认知科学学院楼,游泳馆,10
丽娃河,申云轩餐厅,5
心中书社,游泳馆,3
研究生公寓1号楼,行政楼,6
校医院,化学实验楼,1
研究生公寓4号楼,申云轩餐厅,6
申云轩餐厅,丽娃湖,10
体育健康楼,共青场,5
秋林阁,足球场,8
本科生公寓2号楼,图书馆逸夫楼,8
本科生公寓6号楼,体育健康楼,5
商学院楼,心理与认知科学学院楼,1
音乐学院楼,研究生公寓2号楼,10
河西食堂,计算机中心,6
本科生公寓1号楼,河西浴室,6
物理楼,马克思主义学院楼,10
外语学院楼,研究生公寓3号楼,8
法商楼,丽虹桥,9
学校办公室,马克思主义学院楼,9
学校办公室,行政楼,2
学校办公室,丽娃食堂,3
